USERID,FEATURES,STATE
8053186,"61,C,M",SAN LUIS POTOSI          
17977387,"40,U,F",SAN LUIS POTOSI          
16670368,"60,S,F",SAN LUIS POTOSI          
13924831,"36,C,M",SAN LUIS POTOSI          
6288183,"69,C,F",SAN LUIS POTOSI          
21362754,"35,S,M",SAN LUIS POTOSI          
8319785,"74,C,F",SAN LUIS POTOSI          
26071608,"57,C,M",SAN LUIS POTOSI          
4117411,"64,C,F",SAN LUIS POTOSI          
5575378,"54,S,F",SAN LUIS POTOSI          
31682155,"30,C,F",SAN LUIS POTOSI          
10973300,"48,S,M",SAN LUIS POTOSI          
13926381,"56,S,M",SAN LUIS POTOSI          
22496795,"31,C,F",SAN LUIS POTOSI          
39019862,"29,C,M",SAN LUIS POTOSI          
19797417,"57,S,F",SAN LUIS POTOSI          
22012746,"34,C,M",SAN LUIS POTOSI          
33001602,"29,U,F",SAN LUIS POTOSI          
28248976,"56,S,F",SAN LUIS POTOSI          
35340015,"28,C,F",SAN LUIS POTOSI          
26283690,"37,C,M",SAN LUIS POTOSI          
29936724,"28,C,M",SAN LUIS POTOSI          
19443997,"41,D,F",SAN LUIS POTOSI          
24104938,"45,S,F",SAN LUIS POTOSI          
36581163,"76,V,F",SAN LUIS POTOSI          
28259864,"52,S,F",SAN LUIS POTOSI          
14856221,"48,U,F",SAN LUIS POTOSI          
8053358,"36,C,M",SAN LUIS POTOSI          
26245731,"34,U,F",SAN LUIS POTOSI          
28986549,"23,S,F",SAN LUIS POTOSI          
24335661,"41,U,F",SAN LUIS POTOSI          
39716060,"50,C,M",SAN LUIS POTOSI          
39575378,"41,D,M",SAN LUIS POTOSI          
29322856,"29,U,F",SAN LUIS POTOSI          
32557358,"47,S,F",SAN LUIS POTOSI          
32221968,"54,C,M",SAN LUIS POTOSI          
35131068,"31,C,M",SAN LUIS POTOSI          
29516218,"45,S,F",SAN LUIS POTOSI          
38441869,"23,S,M",SINALOA                  
25155090,"24,U,F",SINALOA                  
18395382,"68,U,F",SINALOA                  
32823328,"32,U,F",SINALOA                  
400991,"76,C,F",SINALOA                  
24578008,"31,C,F",SINALOA                  
201822,"56,C,M",SINALOA                  
936290,"66,C,M",SINALOA                  
30913,"79,V,F",SINALOA                  
250941,"54,C,M",SINALOA                  
946980,"50,C,M",SINALOA                  
804213,"74,C,F",SINALOA                  
7253375,"66,C,F",SINALOA                  
872252,"72,C,M",SINALOA                  
291047,"51,C,M",SINALOA                  
336695,"75,C,F",SINALOA                  
170296,"57,D,F",SINALOA                  
993503,"49,S,F",SINALOA                  
1823359,"68,C,M",SINALOA                  
148993,"67,C,F",SINALOA                  
845919,"59,C,M",SINALOA                  
7620342,"45,S,F",SINALOA                  
20906661,"41,C,M",SINALOA                  
1659952,"48,S,F",SINALOA                  
341528,"74,S,F",SINALOA                  
942091,"48,S,F",SINALOA                  
293311,"48,U,F",SINALOA                  
8230990,"50,S,F",SINALOA                  
5194757,"43,S,M",SINALOA                  
133250,"60,D,F",SINALOA                  
18125184,"35,U,F",SINALOA                  
415706,"74,C,F",SINALOA                  
1881538,"50,S,F",SINALOA                  
1233641,"46,S,M",SINALOA                  
312422,"67,C,F",SINALOA                  
16111427,"47,U,F",SINALOA                  
292622,"62,S,F",SINALOA                  
5830176,"74,V,F",SINALOA                  
2637286,"45,S,F",SINALOA                  
5407932,"43,S,M",SINALOA                  
423728,"68,C,F",SINALOA                  
10570225,"39,D,M",SINALOA                  
118640,"74,C,M",SINALOA                  
433019,"60,S,F",SINALOA                  
2468112,"47,S,M",SINALOA                  
15669504,"55,S,F",SINALOA                  
5345376,"44,S,F",SINALOA                  
12792261,"39,C,M",SINALOA                  
228803,"57,S,F",SINALOA                  
186423,"62,S,F",SINALOA                  
3969568,"45,S,F",SINALOA                  
6808547,"56,C,M",SINALOA                  
2984325,"48,S,F",SINALOA                  
4239041,"69,C,F",SINALOA                  
8776718,"39,S,M",SINALOA                  
70807,"71,C,F",SINALOA                  
7959847,"52,C,M",SINALOA                  
835098,"65,C,F",SINALOA                  
140083,"82,C,M",SINALOA                  
4948165,"49,C,M",SINALOA                  
3999835,"79,C,F",SINALOA                  
1929324,"52,S,F",SINALOA                  
1928406,"48,S,F",SINALOA                  
955985,"59,S,F",SINALOA                  
33328658,"27,C,F",SINALOA                  
21944456,"43,U,M",SINALOA                  
944293,"66,C,F",SINALOA                  
2144455,"48,S,F",SINALOA                  
125340,"70,V,F",SINALOA                  
27727070,"28,C,F",SINALOA                  
903523,"74,C,M",SINALOA                  
17239,"78,S,F",SINALOA                  
850111,"57,C,M",SINALOA                  
923729,"73,C,F",SINALOA                  
7296186,"37,U,F",SINALOA                  
99316,"64,C,F",SINALOA                  
68027,"68,C,F",SINALOA                  
498979,"62,V,F",SINALOA                  
6598093,"46,C,M",SINALOA                  
17081670,"28,U,M",SINALOA                  
21643723,"43,S,M",SINALOA                  
27887767,"24,S,M",SINALOA                  
29273611,"22,S,M",SINALOA                  
32743960,"27,C,F",SINALOA                  
10043333,"39,C,M",SINALOA                  
356708,"60,S,F",SINALOA                  
32397124,"62,C,M",SINALOA                  
27527392,"42,U,F",SINALOA                  
36934705,"35,S,M",SINALOA                  
30561647,"70,D,F",SINALOA                  
1794772,"46,C,M",SINALOA                  
33407291,"21,S,M",SINALOA                  
21648910,"39,U,F",SINALOA                  
17080607,"24,S,F",SINALOA                  
19385008,"30,U,F",SINALOA                  
23272698,"47,S,F",SINALOA                  
18529088,"41,U,M",SINALOA                  
28591518,"49,U,M",SINALOA                  
321166,"67,C,F",SINALOA                  
1810024,"58,C,M",SINALOA                  
16527842,"47,U,M",SINALOA                  
164526,"74,C,M",SINALOA                  
436160,"68,C,F",SINALOA                  
26194460,"69,C,M",SINALOA                  
22365086,"74,S,M",SINALOA                  
36934682,"23,S,M",SINALOA                  
19029668,"45,S,M",SINALOA                  
37374944,"21,S,M",SINALOA                  
23506672,"30,C,F",SINALOA                  
16534319,"56,C,M",SINALOA                  
22852486,"28,D,F",SINALOA                  
31434827,"52,U,M",SINALOA                  
7843014,"58,D,F",SINALOA                  
29310153,"56,V,F",SINALOA                  
1952394,"48,S,F",SINALOA                  
24068741,"51,D,F",SINALOA                  
6941093,"68,D,F",SINALOA                  
5074166,"41,U,M",SINALOA                  
25909600,"30,C,F",SINALOA                  
17461211,"36,S,M",SINALOA                  
336144,"62,S,F",SINALOA                  
4473243,"45,S,M",SINALOA                  
31894441,"59,C,M",SINALOA                  
28229103,"37,U,F",SINALOA                  
21092112,"75,S,F",SINALOA                  
258467,"62,C,M",SINALOA                  
28572002,"23,S,M",SINALOA                  
34928976,"23,C,F",SINALOA                  
34469260,"25,S,M",SINALOA                  
98954,"80,V,F",SINALOA                  
29114173,"29,U,F",SINALOA                  
16032794,"40,S,M",SINALOA                  
269433,"50,S,F",SINALOA                  
26028059,"49,U,M",SINALOA                  
27016290,"55,C,M",SINALOA                  
48842,"72,C,F",SINALOA                  
31558544,"25,C,F",SINALOA                  
27955959,"25,S,M",SINALOA                  
287778,"66,C,F",SINALOA                  
37035334,"25,C,F",SINALOA                  
51276,"63,C,F",SINALOA                  
35506883,"34,C,M",SINALOA                  
954742,"46,S,F",SINALOA                  
79869,"72,C,F",SINALOA                  
32631667,"23,S,M",SINALOA                  
38335212,"38,D,F",SINALOA                  
4914354,"41,C,M",SINALOA                  
35391718,"22,S,F",SINALOA                  
4819919,"47,S,F",SINALOA                  
8773755,"60,S,F",SINALOA                  
30694558,"51,S,F",SINALOA                  
21092184,"81,V,M",SINALOA                  
491525,"50,S,F",SINALOA                  
37014700,"22,S,M",SINALOA                  
32202265,"26,C,F",SINALOA                  
90555,"70,C,M",SINALOA                  
20381083,"32,C,M",SINALOA                  
30330928,"31,U,F",SINALOA                  
983903,"51,C,M",SINALOA                  
32328489,"51,C,M",SINALOA                  
1895910,"47,S,F",SINALOA                  
381917,"57,S,M",SINALOA                  
31724369,"25,S,M",SINALOA                  
29501851,"39,U,F",SINALOA                  
35041030,"34,U,M",SINALOA                  
34531819,"66,S,F",SINALOA                  
33328301,"36,C,M",SINALOA                  
24785967,"30,C,F",SONORA                   
26803943,"24,S,F",SONORA                   
33329105,"38,U,F",SONORA                   
32301138,"47,U,F",SONORA                   
32670303,"32,U,M",SONORA                   
8592027,"38,S,M",SONORA                   
8868320,"44,U,M",SONORA                   
35406104,"65,C,F",SONORA                   
7429683,"39,C,M",SONORA                   
882058,"60,C,M",SONORA                   
758327,"69,C,F",SONORA                   
1528953,"58,S,M",SONORA                   
1600067,"78,C,F",SONORA                   
1498061,"73,V,F",SONORA                   
743967,"59,S,F",SONORA                   
627551,"65,C,F",SONORA                   
560367,"53,S,M",SONORA                   
5041661,"76,C,M",SONORA                   
796559,"70,C,F",SONORA                   
8850097,"75,C,F",SONORA                   
780672,"64,S,F",SONORA                   
6753093,"40,S,M",SONORA                   
10513564,"46,S,F",SONORA                   
27979026,"55,S,F",SONORA                   
1877373,"60,S,M",SONORA                   
632454,"63,C,F",SONORA                   
16149045,"39,U,F",SONORA                   
8985618,"83,C,M",SONORA                   
1921684,"48,S,M",SONORA                   
8317691,"37,U,F",SONORA                   
539122,"64,C,F",SONORA                   
30632895,"38,U,F",SONORA                   
1785900,"63,C,F",SONORA                   
25405069,"61,C,M",SONORA                   
13590847,"50,U,F",SONORA                   
5067757,"54,C,M",SONORA                   
6578538,"50,U,M",SONORA                   
10492869,"45,S,F",SONORA                   
881362,"62,S,M",SONORA                   
6307004,"63,C,F",SONORA                   
594367,"83,C,F",SONORA                   
13744227,"44,S,F",SONORA                   
3880547,"41,C,M",SONORA                   
4896891,"52,S,F",SONORA                   
679988,"66,C,F",SONORA                   
1520971,"64,C,F",SONORA                   
611329,"64,C,F",SONORA                   
883721,"50,S,F",SONORA                   
8986830,"35,C,M",SONORA                   
515492,"52,S,F",SONORA                   
4999435,"43,U,F",SONORA                   
746923,"76,C,F",SONORA                   
11090816,"41,U,M",SONORA                   
26225013,"49,D,F",SONORA                   
22886708,"49,U,F",SONORA                   
11370046,"48,U,F",SONORA                   
19452873,"44,S,F",SONORA                   
30403832,"55,D,F",SONORA                   
36494189,"57,S,F",SONORA                   
26427506,"54,U,F",SONORA                   
24651760,"75,S,F",SONORA                   
20582085,"34,S,M",SONORA                   
1527429,"78,C,F",SONORA                   
1718716,"56,D,F",SONORA                   
15045324,"38,U,F",SONORA                   
29889484,"51,U,M",SONORA                   
29704667,"28,U,M",SONORA                   
8274085,"35,S,M",SONORA                   
23926526,"64,C,F",SONORA                   
29889650,"27,U,M",SONORA                   
26940665,"41,S,M",SONORA                   
1963219,"50,S,F",SONORA                   
37152525,"33,C,M",SONORA                   
37396438,"35,U,F",SONORA                   
28548394,"70,C,F",SONORA                   
2992209,"50,C,M",SONORA                   
36701736,"66,C,F",SONORA                   
35338996,"28,C,M",SONORA                   
24101721,"40,U,F",SONORA                   
13143340,"38,C,M",SONORA                   
13239037,"38,U,F",SONORA                   
29668822,"26,C,F",SONORA                   
13623266,"28,C,M",SONORA                   
39585358,"36,S,M",SONORA                   
38047327,"51,C,M",SONORA                   
15017079,"65,C,M",SONORA                   
2753857,"47,U,F",SONORA                   
22657837,"38,C,M",SONORA                   
31897440,"26,C,M",SONORA                   
28235779,"44,D,M",SONORA                   
40690125,"45,V,F",SONORA                   
25894781,"24,C,F",SONORA                   
25910201,"32,U,F",SONORA                   
8988573,"49,S,F",SONORA                   
22190557,"32,U,M",SONORA                   
16856373,"34,C,M",SONORA                   
30160142,"25,S,M",SONORA                   
37271817,"53,C,M",SONORA                   
22861336,"55,U,M",SONORA                   
1175140,"51,S,M",SONORA                   
24613104,"51,S,F",SONORA                   
30127426,"32,U,F",SONORA                   
24601914,"58,S,F",SONORA                   
30333100,"24,S,F",SONORA                   
1730089,"64,S,M",SONORA                   
11092091,"35,C,M",SONORA                   
1922696,"44,S,F",SONORA                   
37401451,"31,C,F",SONORA                   
24866390,"36,S,M",SONORA                   
29317768,"31,U,F",SONORA                   
40951452,"24,S,M",SONORA                   
38953375,"54,V,F",SONORA                   
27671138,"34,U,F",SONORA                   
23556523,"57,C,M",SONORA                   
28637584,"67,S,F",SONORA                   
32701224,"53,U,F",SONORA                   
30559249,"56,C,M",TABASCO                  
6381214,"46,C,M",TABASCO                  
13522827,"41,C,M",TABASCO                  
33185868,"60,S,F",TABASCO                  
6157031,"67,D,F",TABASCO                  
6937719,"61,U,F",TABASCO                  
14726788,"53,C,M",TABASCO                  
12436053,"55,U,F",TABASCO                  
30832453,"55,S,F",TABASCO                  
33868987,"30,C,F",TABASCO                  
7097082,"78,C,M",TABASCO                  
6619551,"67,C,F",TABASCO                  
16591998,"63,V,F",TABASCO                  
26234337,"51,U,F",TABASCO                  
29175409,"37,U,F",TABASCO                  
16592415,"57,D,F",TABASCO                  
22098601,"37,U,M",TABASCO                  
21691018,"27,U,M",TABASCO                  
35449626,"25,S,M",TABASCO                  
27481995,"75,C,F",TABASCO                  
24541404,"39,S,M",TABASCO                  
28174190,"32,C,M",TABASCO                  
38201564,"38,C,M",TABASCO                  
25325140,"35,U,F",TABASCO                  
7305627,"66,C,M",TABASCO                  
29943508,"24,S,M",TABASCO                  
23226553,"31,C,F",TABASCO                  
6156896,"70,U,F",TABASCO                  
7301732,"45,S,M",TABASCO                  
13526251,"37,U,M",TABASCO                  
15529329,"46,S,F",TABASCO                  
32536696,"36,U,F",TABASCO                  
19969106,"59,V,F",TABASCO                  
32206141,"47,U,M",TABASCO                  
29168786,"51,U,F",TABASCO                  
28748145,"34,U,F",TABASCO                  
36459433,"23,S,M",TABASCO                  
34654929,"47,S,M",TABASCO                  
27950077,"46,D,F",TABASCO                  
24959826,"60,C,M",TABASCO                  
30601057,"38,C,M",TABASCO                  
20225102,"28,U,F",TABASCO                  
27518793,"55,U,F",TABASCO                  
29972272,"31,C,F",TABASCO                  
13151414,"32,C,M",TABASCO                  
22747974,"41,S,M",TABASCO                  
27636361,"44,S,M",TABASCO                  
22210114,"30,U,F",TABASCO                  
33080060,"50,C,M",TABASCO                  
20751182,"54,C,M",TABASCO                  
34480551,"29,U,M",TABASCO                  
30150465,"35,C,M",TABASCO                  
13569265,"59,S,F",TABASCO                  
32596521,"56,C,M",TABASCO                  
32596241,"25,S,M",TABASCO                  
38676108,"26,C,F",TABASCO                  
37042757,"28,C,M",TABASCO                  
37886057,"55,D,F",TABASCO                  
25721781,"29,C,M",TABASCO                  
6358479,"56,S,F",TABASCO                  
14396834,"60,S,F",TAMAULIPAS               
33678664,"50,S,F",TAMAULIPAS               
5422792,"61,V,F",TAMAULIPAS               
12887953,"59,C,M",TAMAULIPAS               
18143147,"59,C,M",TAMAULIPAS               
10748028,"61,C,M",TAMAULIPAS               
7514594,"40,U,F",TAMAULIPAS               
8235443,"61,D,F",TAMAULIPAS               
32926838,"25,U,F",TAMAULIPAS               
14163060,"42,S,M",TAMAULIPAS               
5848128,"43,S,M",TAMAULIPAS               
5556431,"68,C,F",TAMAULIPAS               
7516727,"60,S,F",TAMAULIPAS               
8859971,"49,C,M",TAMAULIPAS               
15988706,"49,S,F",TAMAULIPAS               
17341349,"40,U,M",TAMAULIPAS               
5624807,"46,S,F",TAMAULIPAS               
13130133,"65,C,M",TAMAULIPAS               
15673583,"34,S,M",TAMAULIPAS               
10877365,"60,D,F",TAMAULIPAS               
11033228,"81,C,M",TAMAULIPAS               
23630548,"62,D,F",TAMAULIPAS               
1567339,"72,C,M",TAMAULIPAS               
15810272,"39,U,F",TAMAULIPAS               
15677245,"47,S,F",TAMAULIPAS               
8202322,"71,V,F",TAMAULIPAS               
13179457,"55,S,F",TAMAULIPAS               
18419326,"36,U,F",TAMAULIPAS               
6433351,"70,C,F",TAMAULIPAS               
8835972,"70,C,F",TAMAULIPAS               
15808803,"63,C,F",TAMAULIPAS               
38244887,"48,S,M",TAMAULIPAS               
6103493,"48,S,F",TAMAULIPAS               
14420003,"68,C,F",TAMAULIPAS               
34635055,"33,U,F",TAMAULIPAS               
14349327,"50,U,F",TAMAULIPAS               
19033466,"34,U,M",TAMAULIPAS               
27349138,"42,S,M",TAMAULIPAS               
37156133,"69,D,F",TAMAULIPAS               
36591012,"57,S,F",TAMAULIPAS               
27074360,"28,C,F",TAMAULIPAS               
22352556,"51,D,F",TAMAULIPAS               
19928028,"39,C,M",TAMAULIPAS               
33907774,"30,C,F",TAMAULIPAS               
39357214,"34,C,M",TAMAULIPAS               
32640430,"23,S,F",TAMAULIPAS               
38016535,"37,U,M",TAMAULIPAS               
38735581,"23,S,M",TAMAULIPAS               
30415798,"29,C,M",TAMAULIPAS               
18079936,"31,C,F",TAMAULIPAS               
40669104,"25,S,M",TAMAULIPAS               
36672257,"27,U,F",TAMAULIPAS               
17044918,"42,U,M",TAMAULIPAS               
38875546,"24,S,M",TAMAULIPAS               
15849405,"39,C,M",TAMAULIPAS               
30223652,"68,S,F",TAMAULIPAS               
29844539,"43,U,M",TAMAULIPAS               
22018302,"50,S,F",TAMAULIPAS               
27301220,"41,U,M",TAMAULIPAS               
15673318,"42,S,M",TAMAULIPAS               
12061579,"49,C,M",TAMAULIPAS               
19630241,"53,S,F",TAMAULIPAS               
24018603,"67,S,F",TAMAULIPAS               
20409682,"46,C,M",TAMAULIPAS               
24384713,"44,S,M",TAMAULIPAS               
25654224,"73,S,M",TAMAULIPAS               
40338257,"56,C,M",TAMAULIPAS               
34657805,"43,S,M",TAMAULIPAS               
17908343,"49,C,M",TAMAULIPAS               
35487916,"25,S,M",TAMAULIPAS               
34814809,"28,U,F",TAMAULIPAS               
32677379,"31,C,F",TAMAULIPAS               
34584015,"24,S,M",TAMAULIPAS               
40493827,"27,C,M",TAMAULIPAS               
32675965,"39,U,M",TAMAULIPAS               
23448496,"63,S,F",TAMAULIPAS               
30071761,"35,V,F",TAMAULIPAS               
37056463,"23,S,F",TAMAULIPAS               
17891426,"52,S,F",TAMAULIPAS               
38627813,"25,C,F",TLAXCALA                 
18169273,"34,U,F",TLAXCALA                 
17893686,"64,V,F",TLAXCALA                 
23418678,"32,U,F",TLAXCALA                 
18800533,"38,U,F",TLAXCALA                 
4181940,"52,C,M",TLAXCALA                 
32522983,"50,C,M",TLAXCALA                 
32437586,"25,S,M",TLAXCALA                 
22047120,"57,C,M",TLAXCALA                 
39086723,"29,C,F",TLAXCALA                 
40455381,"52,S,M",TLAXCALA                 
25255911,"60,S,M",TLAXCALA                 
33023696,"30,C,F",TLAXCALA                 
27925002,"36,U,F",TLAXCALA                 
26225893,"33,C,M",TLAXCALA                 
33921823,"22,S,F",TLAXCALA                 
27353128,"56,C,M",TLAXCALA                 
23827556,"44,D,F",TLAXCALA                 
24061308,"53,S,F",TLAXCALA                 
32283548,"45,U,F",TLAXCALA                 
26732570,"47,U,F",VERACRUZ                 
28144119,"53,V,F",VERACRUZ                 
22265349,"43,U,F",VERACRUZ                 
31888526,"56,U,F",VERACRUZ                 
22947944,"65,U,F",VERACRUZ                 
39113015,"43,U,F",VERACRUZ                 
18916287,"49,U,F",VERACRUZ                 
18982686,"40,U,F",VERACRUZ                 
18428796,"55,S,F",VERACRUZ                 
29405459,"62,U,F",VERACRUZ                 
13757285,"69,C,F",VERACRUZ                 
20863954,"51,V,F",VERACRUZ                 
7221371,"61,S,F",VERACRUZ                 
6389284,"55,S,F",VERACRUZ                 
27368504,"35,U,F",VERACRUZ                 
7123299,"62,C,M",VERACRUZ                 
12703286,"42,U,F",VERACRUZ                 
19873554,"74,S,F",VERACRUZ                 
7224436,"38,U,F",VERACRUZ                 
12335366,"36,S,M",VERACRUZ                 
15420641,"52,S,F",VERACRUZ                 
12702409,"72,C,M",VERACRUZ                 
19801232,"31,C,F",VERACRUZ                 
24283373,"58,U,F",VERACRUZ                 
31410769,"65,S,M",VERACRUZ                 
23236336,"79,C,F",VERACRUZ                 
20401931,"60,U,F",VERACRUZ                 
32687930,"26,C,F",VERACRUZ                 
35099282,"51,U,F",VERACRUZ                 
23190566,"31,U,F",VERACRUZ                 
8480283,"53,C,M",VERACRUZ                 
14996564,"33,U,F",VERACRUZ                 
31491444,"66,C,F",VERACRUZ                 
14238503,"36,U,F",VERACRUZ                 
21405233,"44,S,F",VERACRUZ                 
11981489,"64,C,F",VERACRUZ                 
6803939,"49,S,F",VERACRUZ                 
15199222,"67,C,F",VERACRUZ                 
27928704,"53,D,F",VERACRUZ                 
16613732,"49,U,F",VERACRUZ                 
22356202,"65,S,F",VERACRUZ                 
6481366,"37,S,M",VERACRUZ                 
21213597,"45,U,F",VERACRUZ                 
23825925,"57,D,F",VERACRUZ                 
14591681,"64,D,F",VERACRUZ                 
16313629,"76,S,F",VERACRUZ                 
28952701,"30,U,F",VERACRUZ                 
19783269,"59,U,F",VERACRUZ                 
13766497,"52,D,F",VERACRUZ                 
14326433,"46,C,M",VERACRUZ                 
12202297,"49,S,M",VERACRUZ                 
5512551,"46,S,F",VERACRUZ                 
11788961,"63,C,M",VERACRUZ                 
4536379,"52,S,F",VERACRUZ                 
6309830,"81,S,F",VERACRUZ                 
14118456,"76,D,M",VERACRUZ                 
17904740,"67,C,F",VERACRUZ                 
26292850,"62,V,F",VERACRUZ                 
6073431,"70,C,F",VERACRUZ                 
5864168,"43,S,M",VERACRUZ                 
17777761,"53,D,F",VERACRUZ                 
28507601,"25,S,M",VERACRUZ                 
4467716,"66,U,F",VERACRUZ                 
29051436,"48,S,M",VERACRUZ                 
25554237,"35,C,M",VERACRUZ                 
17570156,"42,U,F",VERACRUZ                 
25598352,"25,U,F",VERACRUZ                 
20146238,"66,C,F",VERACRUZ                 
22882130,"31,U,F",VERACRUZ                 
23234415,"81,V,F",VERACRUZ                 
23376191,"57,S,M",VERACRUZ                 
30634023,"49,V,F",VERACRUZ                 
35296799,"50,S,M",VERACRUZ                 
23459101,"54,C,M",VERACRUZ                 
32085901,"27,U,F",VERACRUZ                 
21039747,"33,U,F",VERACRUZ                 
26259377,"49,V,F",VERACRUZ                 
22174382,"52,V,F",VERACRUZ                 
22186519,"50,C,M",VERACRUZ                 
7022265,"55,U,F",VERACRUZ                 
33682238,"23,S,M",VERACRUZ                 
30908922,"25,S,M",VERACRUZ                 
36651380,"44,S,F",VERACRUZ                 
27641045,"59,S,F",VERACRUZ                 
31500036,"59,U,F",VERACRUZ                 
20694365,"36,U,M",VERACRUZ                 
32102630,"25,S,M",VERACRUZ                 
29500287,"62,C,M",VERACRUZ                 
15093350,"40,S,M",VERACRUZ                 
28307412,"36,U,M",VERACRUZ                 
33036117,"24,U,F",VERACRUZ                 
28234006,"35,U,M",VERACRUZ                 
29677805,"38,U,F",VERACRUZ                 
21565377,"51,S,M",VERACRUZ                 
28204148,"32,U,F",VERACRUZ                 
28093100,"23,S,F",VERACRUZ                 
35137680,"67,S,F",VERACRUZ                 
33748024,"53,V,F",VERACRUZ                 
35091320,"27,C,M",VERACRUZ                 
28773362,"52,U,F",VERACRUZ                 
36679094,"55,S,F",VERACRUZ                 
26337357,"37,U,M",VERACRUZ                 
38863375,"30,C,M",VERACRUZ                 
39764008,"68,V,F",VERACRUZ                 
37144428,"32,C,M",VERACRUZ                 
31724751,"51,D,F",VERACRUZ                 
18359204,"45,S,M",VERACRUZ                 
28688135,"74,C,M",VERACRUZ                 
35394933,"27,C,F",VERACRUZ                 
18467744,"40,D,F",VERACRUZ                 
21702655,"50,U,F",VERACRUZ                 
26272080,"61,C,M",VERACRUZ                 
22961749,"40,U,F",VERACRUZ                 
26745618,"36,U,F",VERACRUZ                 
20271920,"28,C,F",VERACRUZ                 
32695340,"31,U,F",VERACRUZ                 
18547606,"52,S,M",VERACRUZ                 
33747825,"38,C,M",VERACRUZ                 
5942185,"48,S,F",VERACRUZ                 
18918111,"61,C,M",VERACRUZ                 
20999561,"50,C,M",VERACRUZ                 
19512955,"60,C,M",VERACRUZ                 
18061373,"35,S,M",VERACRUZ                 
14122575,"37,U,F",VERACRUZ                 
33014289,"34,S,M",VERACRUZ                 
12169019,"53,C,M",VERACRUZ                 
30490160,"57,S,F",VERACRUZ                 
31868399,"54,S,F",VERACRUZ                 
34517863,"40,S,M",VERACRUZ                 
34817857,"29,U,F",VERACRUZ                 
35335420,"49,D,F",VERACRUZ                 
39421917,"50,C,M",VERACRUZ                 
39343822,"54,C,M",VERACRUZ                 
33105771,"48,V,F",VERACRUZ                 
32462884,"24,S,F",VERACRUZ                 
37596258,"51,S,F",VERACRUZ                 
32695072,"42,S,M",VERACRUZ                 
36984687,"36,C,M",VERACRUZ                 
19800588,"46,S,F",VERACRUZ                 
36559169,"65,S,F",VERACRUZ                 
25085340,"43,U,F",VERACRUZ                 
18552933,"51,V,F",VERACRUZ                 
23816613,"25,C,M",VERACRUZ                 
33055723,"32,C,M",VERACRUZ                 
33055730,"24,S,F",VERACRUZ                 
20087157,"49,C,M",YUCATAN                  
25123405,"53,S,F",YUCATAN                  
22362753,"49,U,F",YUCATAN                  
20928630,"63,C,F",YUCATAN                  
23353258,"28,C,F",YUCATAN                  
23494233,"26,C,F",YUCATAN                  
39594792,"28,C,F",YUCATAN                  
23495281,"29,C,F",YUCATAN                  
20731238,"33,U,F",YUCATAN                  
31528612,"28,C,F",YUCATAN                  
7352126,"39,S,M",YUCATAN                  
38692633,"23,S,M",YUCATAN                  
10942958,"38,C,M",YUCATAN                  
37146502,"24,S,F",YUCATAN                  
23330915,"58,U,F",YUCATAN                  
20642989,"74,C,M",YUCATAN                  
27031360,"43,U,M",YUCATAN                  
34937925,"25,S,M",YUCATAN                  
23875881,"49,C,M",YUCATAN                  
25635428,"57,U,F",YUCATAN                  
25634463,"59,C,M",YUCATAN                  
38511117,"37,C,M",YUCATAN                  
19939642,"32,C,M",YUCATAN                  
23875879,"60,D,F",YUCATAN                  
23268466,"60,S,F",YUCATAN                  
38024954,"23,U,M",YUCATAN                  
37388105,"28,U,F",YUCATAN                  
27337141,"35,C,M",YUCATAN                  
25097566,"53,S,M",YUCATAN                  
29196196,"31,C,M",ZACATECAS                
7788070,"61,C,M",ZACATECAS                
7016402,"75,V,M",ZACATECAS                
30778390,"26,C,F",ZACATECAS                
4571434,"65,C,M",ZACATECAS                
4229729,"44,S,M",ZACATECAS                
2146193,"54,S,F",ZACATECAS                
14949506,"39,C,M",ZACATECAS                
6776013,"38,C,M",ZACATECAS                
23447405,"27,C,F",ZACATECAS                
18529200,"34,S,M",ZACATECAS                
20216655,"33,C,M",ZACATECAS                
18030689,"55,S,M",ZACATECAS                
33062942,"66,C,F",ZACATECAS                
29746674,"31,C,M",ZACATECAS                
34489947,"27,C,M",ZACATECAS                
34499504,"35,S,M",ZACATECAS                
32760607,"38,S,M",ZACATECAS                
5183224,"40,S,M",AGUASCALIENTES           
25892247,"45,U,F",AGUASCALIENTES           
14794761,"53,C,M",AGUASCALIENTES           
12572133,"49,S,F",AGUASCALIENTES           
2738748,"72,D,F",AGUASCALIENTES           
6440598,"48,S,F",AGUASCALIENTES           
39769584,"24,C,F",AGUASCALIENTES           
24332470,"74,C,F",AGUASCALIENTES           
27679194,"70,S,F",AGUASCALIENTES           
30118077,"53,S,M",AGUASCALIENTES           
26839297,"36,S,M",AGUASCALIENTES           
27164030,"67,C,F",AGUASCALIENTES           
28088710,"31,C,F",AGUASCALIENTES           
20406298,"29,C,M",AGUASCALIENTES           
25293435,"54,S,M",AGUASCALIENTES           
28370113,"32,U,F",AGUASCALIENTES           
17436889,"50,C,M",AGUASCALIENTES           
23557044,"53,C,M",BAJA CALIFORNIA NORTE    
29437324,"72,C,M",BAJA CALIFORNIA NORTE    
26657228,"77,V,F",BAJA CALIFORNIA NORTE    
8554839,"61,S,F",BAJA CALIFORNIA NORTE    
1066972,"58,C,M",BAJA CALIFORNIA NORTE    
